,structure,bandgap,A_r_atom,B_r_atom,X_r_atom,A_r_ion,B_r_ion,X_r_ion,A_ie,B_ie,X_ie,A_ea,B_ea,X_ea,A_x,B_x,X_x,A_N,B_N,X_N,A_M,B_M,X_M,HOMO,LUMO,gap_AO,bond_mean,bond_var,bond_cv,delta_X_bx_bond_mean,delta_X_bx_bond_var,ratio_X_bx_bond_mean,ratio_X_bx_bond_var,delta_ea_bx_bond_mean,delta_ea_bx_bond_var,ratio_ea_bx_bond_mean,ratio_ea_bx_bond_var,delta_X_bx_bond_cv,ratio_X_bx_bond_cv,delta_ea_bx_bond_cv,ratio_ea_bx_bond_cv,(B_x - X_x),(B_x / X_x),(B_x - X_x)/(B_r_ion + X_r_ion),(B_x / X_x)/(B_r_ion + X_r_ion),(B_x/B_r_ion),(X_x/X_r_ion),(B_x/B_r_ion)+(X_x/X_r_ion),(B_x/B_r_ion)-(X_x/X_r_ion),(B_x/B_r_ion)*(X_x/X_r_ion),(B_x/B_r_ion)/(X_x/X_r_ion),(B_ea - X_ea),(B_ea / X_ea),(B_ea - X_ea)/(B_r_ion + X_r_ion),(B_ea / X_ea)/(B_r_ion + X_r_ion),(B_ea/B_r_ion),(X_ea/X_r_ion),(B_ea/B_r_ion)+(X_ea/X_r_ion),(B_ea/B_r_ion)-(X_ea/X_r_ion),(B_ea/B_r_ion)*(X_ea/X_r_ion),(B_ea/B_r_ion)/(X_ea/X_r_ion),(B_r_ion + X_r_ion),(B_r_ion / X_r_ion),(A_r_ion + X_r_ion)/(1.414*(B_r_ion + X_r_ion)),log(bond_var),log(bond_cv),log(delta_X_bx_bond_var),log(delta_ea_bx_bond_var),log(ratio_X_bx_bond_var),log(ratio_ea_bx_bond_var),log(delta_X_bx_bond_cv),log(ratio_X_bx_bond_cv),log(delta_ea_bx_bond_cv),log(ratio_ea_bx_bond_cv)
416,Rb_Pb_F_F_Cl_POSCAR,0,2.35,1.8,0.666666667,1.66,1.1225,0.73,4.1771281,7.4166799,15.93775767,0.48591621,0.3567212,3.471701643,0.82,2.33,3.706666667,37,82,11.66666667,85.4678,207.2,24.4832688,-0.32038,-0.141831,0.178549,2.272781179,0.011349769,0.00499378,0.614742926,0.037061459,0.279025939,0.000318217,1.371485007,0.000390358,0.045400347,0.0000108,0.060287736,0.001140457,0.000284624,0.000238809,-1.376666667,0.628597122,-0.743139901,0.339323683,2.075723831,5.077625571,7.153349402,-3.00190174,10.5397484,0.408798128,-3.114980443,0.102751111,-1.681500914,0.055466187,0.317791715,4.755755675,5.07354739,-4.43796396,1.511339752,0.066822549,1.8525,1.537671233,0.912410501,-4.478557888,-5.299562141,-3.29517769,-7.848446291,-8.052777018,-11.43596442,-2.808626579,-6.77632622,-8.164341547,-8.339846489
417,Rb_Mg_F_Cl_I_POSCAR,3.8967,2.35,1.5,0.966666667,1.66,0.86,0.919444444,4.1771281,7.646236,13.61390433,0.48591621,-0.42,3.357655828,0.82,1.31,3.266666667,37,12,26.33333333,85.4678,24.305,60.45195773,-0.267904,-0.175427,0.092477,2.4060183,0.057108951,0.023735875,0.845364033,0.105960033,0.170309267,0.000160318,1.589479056,0.044403732,0.052672477,0.0000306,0.125342491,0.000941332,0.027936028,0.000581078,-1.956666667,0.401020408,-1.099594131,0.225362702,1.523255814,3.552870093,5.076125907,-2.029614279,5.411930025,0.428739519,-3.777655828,-0.12508727,-2.122941146,-0.070295687,-0.488372093,3.651831114,3.163459021,-4.140203207,-1.783452404,-0.133733483,1.779444444,0.935347432,1.025161613,-2.862794415,-3.740767662,-2.244693303,-3.114431759,-8.738351215,-10.39451055,-2.07670536,-6.968214664,-3.577838097,-7.450625559
418,Rb_Sr_Br_Br_Br_POSCAR,3.9343,2.35,2,1.15,1.66,1.32,0.8825,4.1771281,5.69486745,11.81381,0.48591621,0.052066,3.3635883,0.82,0.95,2.96,37,38,35,85.4678,87.62,79.904,-0.295334,-0.131793,0.163541,2.970565137,1.37E-11,4.6E-12,0.676638925,7.09E-13,0.10804205,1.81E-14,1.114778551,1.92E-12,0.005210895,4.2E-17,1.05E-12,1.67E-13,1.73E-12,8.07E-15,-2.01,0.320945946,-0.912599319,0.145718931,0.71969697,3.354107649,4.073804618,-2.634410679,2.413941111,0.214571816,-3.3115223,0.015479302,-1.503528854,0.00702806,0.039443939,3.811431501,3.850875441,-3.771987562,0.150337873,0.010348852,2.2025,1.495750708,0.816386163,-25.01362528,-26.10496481,-27.97492087,-26.97869593,-31.64286446,-37.70886206,-27.58223095,-29.42078258,-27.08289971,-32.45062291
419,Cs_Cd_Cl_Cl_Cl_POSCAR,1.8033,2.6,1.55,1,1.81,1.09,0.78,3.893905727,8.99382,12.967633,0.47163025,-0.72,3.61272528,0.79,1.69,3.16,55,48,17,132.9054519,112.411,35.453,-0.32038,-0.204228,0.116152,2.637349963,5.75E-17,2.18E-17,0.557377679,2.57E-18,0.202783147,3.4E-19,1.642832897,2.23E-17,0.075566585,4.72E-20,4.61E-18,1.68E-18,1.36E-17,6.25E-19,-1.47,0.534810127,-0.786096257,0.28599472,1.550458716,4.051282051,5.601740767,-2.500823336,6.281345566,0.382708164,-4.33272528,-0.19929553,-2.31696539,-0.10657515,-0.660550459,4.631699077,3.971148618,-5.292249536,-3.05947095,-0.14261515,1.87,1.397435897,0.979509716,-37.39474673,-38.3646217,-40.50262577,-38.341945,-42.52534134,-44.49989306,-39.91830382,-40.92773788,-38.83646188,-41.9165353
420,Cs_Sr_Cl_Cl_Cl_POSCAR,5.1913,2.6,2,1,1.81,1.32,0.78,3.893905727,5.69486745,12.967633,0.47163025,0.052066,3.61272528,0.79,0.95,3.16,55,38,17,132.9054519,87.62,35.453,-0.32038,-0.131793,0.188587,2.794265998,1.22E-12,4.37E-13,0.790905376,9.77E-14,0.107589224,1.81E-15,1.27427356,2.54E-13,0.005157646,4.16E-18,1.24E-13,1.68E-14,1.99E-13,8.06E-16,-2.21,0.300632911,-1.052380952,0.143158529,0.71969697,4.051282051,4.770979021,-3.331585082,2.915695416,0.17764672,-3.56065928,0.014411835,-1.695552038,0.006862778,0.039443939,4.631699077,4.671143016,-4.592255138,0.182692458,0.008516084,2.1,1.692307692,0.87223008,-27.43217026,-28.4588432,-29.95687484,-29.00144213,-33.94544955,-40.0210166,-29.71849483,-31.71739751,-29.24547157,-34.75444793
421,K_Mg_Br_Br_I_POSCAR,2.1464,2.2,1.5,1.233333333,1.52,0.86,1.012777778,4.34066373,7.646236,11.35962667,0.50145913,-0.42,3.262076327,0.82,1.31,2.86,19,12,41,39.0983,24.305,95.57082333,-0.267904,-0.175427,0.092477,2.771435595,0.020146139,0.007269207,0.563224628,0.005941619,0.165692059,1.65E-11,1.33451903,0.013443766,0.046563328,0.000000068,0.010549289,9.96E-11,0.010073866,0.00000146,-1.55,0.458041958,-0.827647582,0.244578916,1.523255814,2.82391662,4.347172434,-1.300660806,4.30154741,0.539412461,-3.682076327,-0.128752352,-1.966104238,-0.068749402,-0.488372093,3.220920125,2.732548032,-3.709292218,-1.573007503,-0.151625025,1.872777778,0.849149753,0.956448147,-3.904742622,-4.924108072,-5.125773624,-4.309239775,-24.82766074,-16.50375813,-4.551696815,-23.02985895,-4.597810733,-13.43707412
422,K_Ge_F_F_I_POSCAR,0,2.2,1.25,0.8,1.52,0.77,0.894444444,4.34066373,7.899435,15.09896667,0.50145913,1.232676413,3.287144009,0.82,2.01,3.54,19,32,23.66666667,39.0983,72.64,54.96709213,-0.267904,-0.149882,0.118022,2.340418501,0.032180832,0.013750033,0.676832318,0.090850977,0.249196304,0.000885931,0.887778712,0.016878853,0.160931253,0.0000157,0.134229668,0.003555154,0.019012455,0.0000973,-1.53,0.56779661,-0.919225634,0.34113281,2.61038961,3.957763977,6.568153588,-1.347374367,10.33130597,0.659561719,-2.054467596,0.374999212,-1.234326326,0.225299927,1.600878458,3.675067838,5.275946296,-2.07418938,5.883336935,0.435605145,1.664444444,0.860869566,1.025884584,-3.436384283,-4.286714055,-2.39853473,-4.081693742,-7.028871488,-11.06184985,-2.008203006,-5.639356897,-3.962660988,-9.237711569
423,Cs_Ba_I_I_I_POSCAR,3.5366,2.6,2.15,1.4,1.81,1.49,1.273333333,3.893905727,5.2116646,10.45126,0.47163025,0.144626,3.05905238,0.79,0.89,2.66,55,56,53,132.9054519,137.327,126.90447,-0.267904,-0.118967,0.148937,3.362410321,6.19E-17,1.84E-17,0.526408092,1.52E-18,0.099507923,5.42E-20,0.866767022,4.11E-18,0.014060759,1.08E-21,2.88E-18,5.45E-19,4.74E-18,7.7E-20,-1.77,0.334586466,-0.64053076,0.121080748,0.597315436,2.089005236,2.686320672,-1.4916898,1.247795074,0.285932953,-2.91442638,0.04727804,-1.054677822,0.017109061,0.09706443,2.402397158,2.499461587,-2.305332728,0.23318731,0.040403157,2.763333333,1.170157068,0.789110446,-37.32101149,-38.53418101,-41.02782134,-40.03310865,-44.36160604,-48.27732591,-40.38874138,-42.05350116,-39.89049454,-44.01048153
424,Rb_Ba_F_Br_I_POSCAR,3.2095,2.35,2.15,1.016666667,1.66,1.49,0.953611111,4.1771281,5.2116646,13.22929667,0.48591621,0.144626,3.274610168,0.82,0.89,3.2,37,56,32.33333333,85.4678,137.327,75.26895773,-0.267904,-0.118967,0.148937,2.681047193,0.057015351,0.021266075,0.888846363,0.093629266,0.106057287,0.0000684,1.181174242,0.024735904,0.016596592,0.00000123,0.105337963,0.000644494,0.020941791,0.0000744,-2.31,0.278125,-0.945322269,0.11381721,0.597315436,3.355665599,3.952981035,-2.758350163,2.004390861,0.178002074,-3.129984168,0.044165868,-1.280884734,0.018074017,0.09706443,3.433905216,3.530969645,-3.336840786,0.333310051,0.028266485,2.443611111,1.562481795,0.756413841,-2.864434732,-3.850642199,-2.368412273,-3.699499488,-9.590137733,-13.60849639,-2.250581402,-7.347045045,-3.866008547,-9.506054616
425,Cs_Zn_F_Cl_I_POSCAR,0.8119,2.6,1.35,0.966666667,1.81,0.88,0.919444444,3.893905727,9.394197,13.61390433,0.47163025,-0.62,3.357655828,0.79,1.65,3.266666667,55,30,26.33333333,132.9054519,65.409,60.45195773,-0.267904,-0.222725,0.045179,2.434819353,0.01827882,0.007507259,0.678371101,0.071565161,0.212038843,0.000599724,1.639943629,0.020505151,0.076371457,0.0000345,0.105495592,0.00282837,0.012503571,0.000451852,-1.616666667,0.505102041,-0.89842544,0.28069888,1.875,3.552870093,5.427870093,-1.677870093,6.661631424,0.527742347,-3.977655828,-0.184652636,-2.210491044,-0.10261647,-0.704545455,3.651831114,2.947285659,-4.356376568,-2.572881012,-0.192929364,1.799444444,0.957099698,1.072720071,-4.002012266,-4.89188486,-2.637146902,-3.887079156,-7.419041009,-10.27455123,-2.249086109,-5.868054705,-4.381740995,-7.702155865
426,Rb_Ca_Br_Br_I_POSCAR,3.8744,2.35,1.8,1.233333333,1.66,1.14,1.012777778,4.1771281,6.11315547,11.35962667,0.48591621,0.024551,3.262076327,0.82,1,2.86,37,20,41,85.4678,40.078,95.57082333,-0.267904,-0.141411,0.126493,2.938307067,0.013094286,0.004456405,0.635780152,0.005032027,0.119243805,0.00000204,1.105316761,0.00799964,0.002565902,2.63E-10,0.007914728,0.0000171,0.007237418,0.000000102,-1.86,0.34965035,-0.864,0.162418227,0.877192982,2.82391662,3.701109603,-1.946723638,2.477119842,0.310629916,-3.237525327,0.007526188,-1.503882732,0.003496036,0.021535965,3.220920125,3.24245609,-3.19938416,0.069365623,0.006686277,2.152777778,1.125617114,0.878039878,-4.335579327,-5.413412892,-5.291932394,-4.828358738,-13.10256075,-22.05886708,-4.839029951,-10.97643209,-4.928490766,-16.09829302
427,Rb_Mg_Cl_Cl_I_POSCAR,2.8863,2.35,1.5,1.133333333,1.66,0.86,0.944444444,4.1771281,7.646236,12.128842,0.48591621,-0.42,3.428167647,0.82,1.31,2.993333333,37,12,29,85.4678,24.305,65.93682333,-0.267904,-0.175427,0.092477,2.68632423,0.037791785,0.014068214,0.635839002,0.01619105,0.163865504,0.00000298,1.446397969,0.03686648,0.045862125,0.000000126,0.025464072,0.0000182,0.025488476,0.00000275,-1.683333333,0.437639198,-0.932881773,0.242534039,1.523255814,3.169411766,4.69266758,-1.646155952,4.827824899,0.480611522,-3.848167647,-0.122514428,-2.132605224,-0.067895927,-0.488372093,3.629824569,3.141452476,-4.118196662,-1.772705022,-0.134544269,1.804444444,0.910588236,1.020756544,-3.275663528,-4.263837353,-4.123296659,-3.300452542,-12.72358726,-15.88698393,-3.670486761,-10.91408896,-3.669528851,-12.80390965
428,K_Mg_I_I_F_POSCAR,2.8165,2.2,1.5,1.1,1.52,0.86,1.083888889,4.34066373,7.646236,12.77511333,0.50145913,-0.42,3.173098195,0.82,1.31,3.1,19,12,38.33333333,39.0983,24.305,90.93578107,-0.267904,-0.175427,0.092477,2.454734458,0.092231598,0.037572943,0.776597779,0.14675344,0.177164404,0.000107206,1.497773419,0.075663533,0.054612687,0.0000202,0.188969688,0.000605119,0.050517342,0.00037043,-1.79,0.422580645,-0.920834524,0.2173893,1.523255814,2.860071758,4.383327572,-1.336815944,4.356620933,0.532593565,-3.593098195,-0.132362749,-1.848407188,-0.068091726,-0.488372093,2.92751243,2.439140337,-3.415884523,-1.429715373,-0.166821527,1.943888889,0.793439262,0.947330678,-2.383452496,-3.281471089,-1.919001379,-2.581458965,-9.140758341,-10.80982795,-1.666168658,-7.410085425,-2.985438596,-7.900846065
429,Cs_Cd_I_I_I_POSCAR,0,2.6,1.55,1.4,1.81,1.09,1.273333333,3.893905727,8.99382,10.45126,0.47163025,-0.72,3.05905238,0.79,1.69,2.66,55,48,53,132.9054519,112.411,126.90447,-0.267904,-0.204228,0.063676,2.722758381,1.34E-16,4.91E-17,0.356256364,2.29E-18,0.233343638,9.81E-19,1.387949958,3.47E-17,0.086444323,1.35E-19,6.42E-18,4.21E-18,2.5E-17,1.56E-18,-0.97,0.635338346,-0.410437236,0.268831458,1.550458716,2.089005236,3.639463952,-0.538546521,3.238916375,0.742199535,-3.77905238,-0.235367006,-1.599034858,-0.099591117,-0.660550459,2.402397158,1.741846699,-3.062947616,-1.586904545,-0.274954729,2.363333333,0.856020943,0.922669337,-36.54869187,-37.55267264,-40.61797986,-37.89979199,-41.46571449,-43.44901217,-39.58711356,-40.00906903,-38.22765585,-41.00184585
430,Rb_Pb_F_F_Br_POSCAR,0,2.35,1.8,0.716666667,1.66,1.1225,0.764166667,4.1771281,7.4166799,15.55315,0.48591621,0.3567212,3.388655983,0.82,2.33,3.64,37,82,17.66666667,85.4678,207.2,39.3002688,-0.295334,-0.141831,0.153503,2.297669022,0.017737089,0.007719601,0.583679241,0.054536367,0.282666075,0.000576983,1.324273468,0.006584995,0.045951835,0.00000542,0.093435509,0.002041216,0.004972534,0.000117897,-1.31,0.64010989,-0.69434629,0.33928086,2.075723831,4.763358777,6.839082607,-2.687634946,9.887417327,0.435768945,-3.031934783,0.105269228,-1.60703257,0.055796411,0.317791715,4.434446214,4.752237928,-4.116654499,1.409230267,0.071664352,1.886666667,1.468920392,0.908694479,-4.032097408,-4.8639926,-2.908887515,-5.022961703,-7.457697755,-12.12541474,-2.370483824,-6.19420957,-5.30382571,-9.045699196
431,Cs_Ca_I_I_Cl_POSCAR,3.8834,2.6,1.8,1.266666667,1.81,1.14,1.108888889,3.893905727,6.11315547,11.290051,0.47163025,0.024551,3.243610013,0.79,1,2.826666667,55,20,41,132.9054519,40.078,96.42064667,-0.267904,-0.141411,0.126493,2.945185377,0.031573551,0.010720395,0.62765126,0.01516618,0.120772381,0.00000545,1.102768141,0.026265693,0.002583226,1.84E-09,0.024163386,0.0000451,0.023817965,0.000000711,-1.826666667,0.353773585,-0.812252965,0.157310389,0.877192982,2.549098196,3.426291179,-1.671905214,2.23605105,0.344118945,-3.219059013,0.007569036,-1.431399759,0.003365678,0.021535965,2.92509921,2.946635175,-2.903563245,0.062994834,0.007362473,2.248888889,1.028056112,0.917910114,-3.455435503,-4.535607277,-4.18868733,-3.63949164,-12.11989495,-20.11350027,-3.722916767,-10.00662831,-3.737315151,-14.15659341
432,Rb_Sn_Br_Br_F_POSCAR,0.0296,2.35,1.45,0.933333333,1.66,0.83,0.823333333,4.1771281,7.343918,13.68348,0.48591621,1.1120702,3.376122141,0.82,1.96,3.3,37,50,26.33333333,85.4678,118.71,59.6021344,-0.295334,-0.14445,0.150884,2.635963027,0.070480048,0.026737874,0.533965022,0.064669049,0.228953121,0.0000616,0.869130024,0.010299474,0.126272678,0.000168711,0.121111022,0.000269035,0.011850325,0.001336087,-1.34,0.593939394,-0.810483871,0.359237537,2.361445783,4.008097168,6.369542951,-1.646651384,9.464904155,0.589168796,-2.264051941,0.329392763,-1.369386255,0.199229494,1.339843614,4.100553209,5.440396824,-2.760709595,5.494100033,0.326747038,1.653333333,1.008097166,1.062246202,-2.652425616,-3.621674217,-2.738472569,-4.575662453,-9.694848687,-8.687323366,-2.111047617,-8.220669075,-4.435399986,-6.618010086
433,Cs_Sr_F_F_Br_POSCAR,5.2058,2.6,2,0.716666667,1.81,1.32,0.764166667,3.893905727,5.69486745,15.55315,0.47163025,0.052066,3.388655983,0.79,0.95,3.64,55,38,17.66666667,132.9054519,87.62,39.3002688,-0.295334,-0.131793,0.163541,2.409029337,0.021060522,0.008742327,1.132105468,0.065973996,0.109916578,0.0000826,1.390299393,0.007636761,0.006398514,0.000000114,0.058275486,0.000751205,0.005492889,0.0000178,-2.69,0.260989011,-1.290683726,0.125224635,0.71969697,4.763358777,5.483055746,-4.043661807,3.428174877,0.151090229,-3.336589983,0.015364794,-1.600922822,0.007372152,0.039443939,4.434446214,4.473890153,-4.395002274,0.174912028,0.008894896,2.084166667,1.727371864,0.873483704,-3.860354986,-4.739578878,-2.718494615,-4.874781719,-9.401500877,-15.98706739,-2.842573754,-7.193831974,-5.204300932,-10.9363121
434,K_Sn_Br_Br_I_POSCAR,0.242,2.2,1.45,1.233333333,1.52,0.83,1.012777778,4.34066373,7.343918,11.35962667,0.50145913,1.1120702,3.262076327,0.82,1.96,2.86,19,50,41,39.0983,118.71,95.57082333,-0.267904,-0.14445,0.123454,2.968736009,0.009188857,0.003095208,0.30497402,0.003158566,0.231291713,0.0000184,0.726483094,0.004929687,0.115015201,0.00000219,0.010356835,0.0000797,0.006785688,0.000019,-0.9,0.685314685,-0.488393126,0.371892202,2.361445783,2.82391662,5.185362403,-0.462470837,6.668525995,0.836230704,-2.150006127,0.3409087,-1.166720238,0.184997184,1.339843614,3.220920125,4.560763739,-1.88107651,4.315529262,0.415981633,1.842777778,0.81952825,0.972018904,-4.689763725,-5.77790017,-5.757637152,-5.312479782,-10.90315989,-13.03160901,-4.570108591,-9.437240972,-4.992939591,-10.87107158
435,Cs_Zn_Cl_Br_I_POSCAR,0,2.6,1.35,1.183333333,1.81,0.88,0.978611111,3.893905727,9.394197,11.74423433,0.47163025,-0.62,3.345121987,0.79,1.65,2.926666667,55,30,35,132.9054519,65.409,80.75382333,-0.267904,-0.222725,0.045179,2.602815529,0.003102506,0.001191981,0.492368354,0.007953724,0.2174771,0.000123841,1.525938089,0.014278862,0.071470876,0.0000116,0.016154012,0.000569443,0.009357432,0.000162706,-1.276666667,0.563781321,-0.686892841,0.303334742,1.875,2.990632984,4.865632984,-1.115632984,5.607436845,0.626957574,-3.965121987,-0.185344511,-2.13337904,-0.099722051,-0.704545455,3.418234219,2.713688765,-4.122779674,-2.408301382,-0.206113862,1.858611111,0.899233608,1.061084608,-5.775545107,-6.73213865,-4.834115032,-4.248975017,-8.996512073,-11.36450546,-4.125586839,-7.470851868,-4.671584385,-8.723565667
436,Rb_Ba_Br_Br_F_POSCAR,3.7774,2.35,2.15,0.933333333,1.66,1.49,0.823333333,4.1771281,5.2116646,13.68348,0.48591621,0.144626,3.376122141,0.82,0.89,3.3,37,56,26.33333333,85.4678,137.327,59.6021344,-0.295334,-0.118967,0.176367,2.644217003,0.041882862,0.01583942,0.932219262,0.072199043,0.103527946,0.0000367,1.230445675,0.011628887,0.016297384,0.00000155,0.077448564,0.000354299,0.009450955,0.0000951,-2.41,0.26969697,-1.041786744,0.116583704,0.597315436,4.008097168,4.605412604,-3.410781731,2.394098308,0.149027185,-3.231496141,0.042837905,-1.396900349,0.018517826,0.09706443,4.100553209,4.197617639,-4.00348878,0.398017858,0.023671057,2.313333333,1.8097166,0.759184605,-3.172878557,-4.145253509,-2.628328488,-4.454263018,-10.2127338,-13.37725563,-2.558141253,-7.945369369,-4.661639484,-9.260581588
437,Rb_Pb_I_I_F_POSCAR,0,2.35,1.8,1.1,1.66,1.1225,1.083888889,4.1771281,7.4166799,12.77511333,0.48591621,0.3567212,3.173098195,0.82,2.33,3.1,37,82,38.33333333,85.4678,207.2,90.93578107,-0.267904,-0.141831,0.126073,2.530087764,0.046530123,0.018390715,0.329197161,0.085022809,0.305386205,0.000893648,1.127660016,0.028949485,0.044691925,0.00000299,0.258273214,0.002926289,0.025672175,0.0000669,-0.77,0.751612903,-0.348986529,0.340652959,2.075723831,2.860071758,4.935795589,-0.784347927,5.936719105,0.725759354,-2.816376995,0.112420473,-1.276464457,0.050952248,0.317791715,2.92751243,3.245304145,-2.609720715,0.930339196,0.108553498,2.206388889,1.035622757,0.879498392,-3.06765537,-3.995909361,-2.464835717,-3.542202864,-7.020198596,-12.72023717,-1.353737285,-5.834020212,-3.662347558,-9.612311591
438,K_Zn_F_F_Br_POSCAR,2.506,2.2,1.35,0.716666667,1.52,0.88,0.764166667,4.34066373,9.394197,15.55315,0.50145913,-0.62,3.388655983,0.82,1.65,3.64,19,30,17.66666667,39.0983,65.409,39.3002688,-0.295334,-0.222725,0.072609,2.212777028,0.012214384,0.005519934,0.912002765,0.064456339,0.207907242,0.000375058,1.816358001,0.009093896,0.082865958,0.0000128,0.070675596,0.001803967,0.005006665,0.000154517,-1.99,0.453296703,-1.210339584,0.275699972,1.875,4.763358777,6.638358777,-2.888358777,8.931297706,0.393629808,-4.008655983,-0.182963394,-2.438108048,-0.111280321,-0.704545455,4.434446214,3.729900759,-5.138991668,-3.124268923,-0.158880144,1.644166667,1.151581243,0.982499959,-4.405141005,-5.199389375,-2.741767199,-4.70015186,-7.888429877,-11.26606539,-2.649654942,-6.31776715,-5.296985254,-8.775206435
439,Rb_Sr_Br_Br_I_POSCAR,3.7339,2.35,2,1.233333333,1.66,1.32,1.012777778,4.1771281,5.69486745,11.35962667,0.48591621,0.052066,3.262076327,0.82,0.95,2.86,37,38,41,85.4678,87.62,95.57082333,-0.267904,-0.131793,0.136111,3.042271612,0.011487598,0.003775994,0.630181387,0.004491336,0.10940118,0.00000293,1.058039354,0.006791472,0.005255073,2.74E-09,0.007127053,0.0000268,0.006418922,0.000000521,-1.91,0.332167832,-0.818766373,0.142391545,0.71969697,2.82391662,3.54361359,-2.104219651,2.032364234,0.254857727,-3.210010327,0.015961,-1.376046342,0.006842058,0.039443939,3.220920125,3.260364064,-3.181476185,0.127045778,0.012246171,2.332777778,1.303346132,0.810289242,-4.46648726,-5.57909162,-5.405605071,-4.992087572,-12.74050813,-19.71530792,-4.943857454,-10.52710867,-5.048505088,-14.4675158
440,Rb_Cd_Br_Br_Br_POSCAR,0.8633,2.35,1.55,1.15,1.66,1.09,0.8825,4.1771281,8.99382,11.81381,0.48591621,-0.72,3.3635883,0.82,1.69,2.96,37,48,35,85.4678,112.411,79.904,-0.295334,-0.204228,0.091106,2.743934173,6.57E-19,2.4E-19,0.462839092,1.87E-20,0.208075672,3.78E-21,1.488223858,1.93E-19,0.078011023,5.31E-22,4.04E-20,1.82E-20,1.3E-19,6.81E-21,-1.27,0.570945946,-0.643852978,0.289452951,1.550458716,3.354107649,4.904566364,-1.803648933,5.200405437,0.462256695,-4.0835883,-0.214057113,-2.070260228,-0.108520716,-0.660550459,3.811431501,3.150881043,-4.47198196,-2.517642827,-0.173307708,1.9725,1.235127479,0.91157948,-41.86660293,-42.87364803,-45.42576343,-43.09159676,-47.02456294,-48.98728021,-44.65545717,-45.45286536,-43.4867525,-46.43589483
441,K_Sn_Cl_Cl_Cl_POSCAR,0.0048,2.2,1.45,1,1.52,0.83,0.78,4.34066373,7.343918,12.967633,0.50145913,1.1120702,3.61272528,0.82,1.96,3.16,19,50,17,39.0983,118.71,35.453,-0.32038,-0.14445,0.17593,2.656657334,1.85E-08,6.96E-09,0.45169544,5.34E-10,0.233471272,1.43E-10,0.941278747,2.32E-09,0.115867524,3.52E-11,1.18E-09,6.12E-10,2.47E-09,3.03E-10,-1.2,0.620253165,-0.745341615,0.385250413,2.361445783,4.051282051,6.412727834,-1.689836268,9.566882916,0.582888516,-2.50065508,0.307820306,-1.553201913,0.191192736,1.339843614,4.631699077,5.971542691,-3.291855462,6.205752432,0.289276914,1.61,1.064102564,1.010305112,-17.8054951,-18.78308636,-21.35062528,-19.88169865,-22.66817649,-24.06997503,-20.5577514,-21.21428883,-19.81904769,-21.91728831
442,Cs_Ca_F_F_I_POSCAR,3.9351,2.6,1.8,0.8,1.81,1.14,0.894444444,3.893905727,6.11315547,15.09896667,0.47163025,0.024551,3.287144009,0.79,1,3.54,55,20,23.66666667,132.9054519,40.078,54.96709213,-0.267904,-0.141411,0.126493,2.409200624,0.026275298,0.010906231,1.075527921,0.099622293,0.120495122,0.000241792,1.364417988,0.022963519,0.003111162,2.4E-09,0.092626412,0.002006654,0.016830267,0.000000773,-2.54,0.282485876,-1.248498089,0.138851605,0.877192982,3.957763977,4.83495696,-3.080570995,3.471722787,0.221638528,-3.262593009,0.007468794,-1.603677613,0.003671171,0.021535965,3.675067838,3.696603803,-3.653531873,0.079146132,0.005860018,2.034444444,1.274534162,0.940118979,-3.639126021,-4.518421002,-2.306369314,-3.773848453,-8.327432706,-19.8477971,-2.379180951,-6.211286621,-4.084576406,-14.07298679
443,K_Zn_F_F_F_POSCAR,3.7338,2.2,1.35,0.5,1.52,0.88,0.705,4.34066373,9.394197,17.42282,0.50145913,-0.62,3.401189824,0.82,1.65,3.98,19,30,9,39.0983,65.409,18.9984032,-0.398944,-0.222725,0.176219,2.052453131,7.91E-16,3.85E-16,1.135226897,2.42E-16,0.201988956,7.66E-18,1.959211523,7.21E-16,0.088815256,1.48E-18,2.13E-16,3.79E-17,3.68E-16,1.67E-17,-2.33,0.414572864,-1.470031546,0.261560167,1.875,5.645390071,7.520390071,-3.770390071,10.58510638,0.332129397,-4.021189824,-0.182289149,-2.53702828,-0.115008927,-0.704545455,4.824382729,4.119837275,-5.528928184,-3.398996923,-0.146038466,1.585,1.24822695,0.992776159,-34.77323371,-35.49328834,-35.95759395,-34.86589254,-39.41051969,-41.05448959,-36.08523951,-37.81158056,-35.53844874,-38.63112295
